,desc,avg_step_times,std_step_times,avg_total_time,std_dev_total_time
parallel-threadpool_Nt_30_N_100,Simulation using a parallelized step function with threads,"[0.00406033 0.00715465 0.00696093 0.00398731 0.00407583 0.00406763
 0.00421787 0.00418255 0.00421874 0.00423349 0.00425124 0.00414178
 0.00408972 0.004103   0.00409612 0.00397397 0.00400626 0.00396741
 0.00396295 0.00395515 0.00388331 0.00389877 0.00398081 0.00400026
 0.00393889 0.00399158 0.00399351 0.00396751 0.00394996 0.00391663]","[0.00071961 0.00927028 0.00884942 0.00020275 0.00036063 0.00062176
 0.00098046 0.00073195 0.00070861 0.0007488  0.00055833 0.0005642
 0.00038074 0.00039761 0.00048304 0.00048386 0.00039229 0.00015113
 0.00021842 0.00025314 0.00025272 0.00010713 0.00016298 0.0001986
 0.00014825 0.00021202 0.00025862 0.00021281 0.00018103 0.0001338 ]",0.1273893541,0.014099627160984765
parallel-threadpool_Nt_30_N_200,Simulation using a parallelized step function with threads,"[0.0069601  0.01363927 0.01128351 0.00751606 0.00713584 0.00709374
 0.00720874 0.0073039  0.00704046 0.00683595 0.00722033 0.00714677
 0.00686976 0.01046167 0.00780953 0.00771896 0.00713544 0.01063902
 0.00721515 0.00679829 0.00773389 0.00716671 0.00722491 0.0071795
 0.00686526 0.00752937 0.00785052 0.00690344 0.00708856 0.00694029]","[0.00023118 0.01269119 0.01211619 0.00087041 0.00068152 0.00050784
 0.00093213 0.00083127 0.00066078 0.000195   0.00076932 0.0007289
 0.00021093 0.00961631 0.00109813 0.00158563 0.00077301 0.00942581
 0.00078695 0.00024074 0.00107944 0.00102826 0.00068203 0.00066341
 0.00028533 0.00103422 0.00103509 0.00027006 0.00034011 0.0001955 ]",0.2337290635,0.0245141844120289
parallel-threadpool_Nt_30_N_400,Simulation using a parallelized step function with threads,"[0.01571863 0.01472739 0.0161422  0.01604618 0.01360229 0.01446935
 0.01438194 0.02189067 0.01936126 0.0250427  0.0193928  0.02698798
 0.01797737 0.0185349  0.01484502 0.01518163 0.01459173 0.01452583
 0.01545969 0.01468576 0.01538257 0.01489797 0.01769308 0.02421716
 0.02067358 0.02390941 0.01986898 0.02276738 0.01775706 0.01491058]","[0.002155   0.00189612 0.00564786 0.00532076 0.00074629 0.00155447
 0.00141924 0.01441527 0.01142237 0.01588186 0.01014349 0.01899292
 0.00904005 0.00928801 0.00142922 0.00205009 0.00227488 0.0012829
 0.00200434 0.00113441 0.00190867 0.00103939 0.00882819 0.01789563
 0.01197186 0.01613887 0.01145389 0.01591105 0.00891956 0.00259084]",0.5359044585,0.027157215074627438
parallel-threadpool_Nt_30_N_800,Simulation using a parallelized step function with threads,"[0.06856934 0.06916828 0.07376431 0.07784557 0.07587702 0.07884621
 0.07117379 0.07353008 0.07223213 0.07411961 0.07272319 0.07529277
 0.07692844 0.07525424 0.07483672 0.07111896 0.07251031 0.07925097
 0.07539051 0.07400869 0.07577843 0.0675839  0.07133456 0.07166048
 0.07471533 0.06804787 0.07649355 0.08029784 0.072245   0.0693556 ]","[0.0091864  0.00994021 0.01177843 0.01560059 0.01702184 0.01225966
 0.00817503 0.01166068 0.01025295 0.01350703 0.01107501 0.01234749
 0.01071681 0.00931698 0.01491545 0.00802312 0.01318794 0.01861211
 0.01913147 0.01159761 0.01146015 0.00273183 0.01109259 0.00819354
 0.0147307  0.00332987 0.01469391 0.01617522 0.00340943 0.00346381]",2.210318853,0.030058393300653238
parallel-threadpool_Nt_60_N_100,Simulation using a parallelized step function with threads,"[0.00420439 0.00405693 0.0040668  0.0039219  0.00412722 0.00409103
 0.00413241 0.00409062 0.00404655 0.0042341  0.00416845 0.00407034
 0.00403386 0.00737949 0.00414751 0.00397529 0.00400753 0.00398117
 0.00400537 0.00397689 0.00397201 0.00392884 0.00399459 0.00395257
 0.00397745 0.00400093 0.00395805 0.00398741 0.00391408 0.00400044
 0.0040947  0.00403444 0.00385522 0.00395168 0.00391784 0.00393639
 0.0040603  0.00413248 0.00401122 0.00394941 0.00396199 0.00391995
 0.00387621 0.0071128  0.00712375 0.00388732 0.00392944 0.00397238
 0.00399484 0.00397365 0.00397072 0.00397517 0.00401761 0.00399183
 0.00399908 0.00401912 0.00396143 0.00401383 0.00397105 0.00399741]","[6.69564754e-04 5.70725625e-04 3.69656413e-04 3.88453665e-04
 3.39121014e-04 3.35578846e-04 3.18611572e-04 2.30961373e-04
 2.60477067e-04 4.45185623e-04 3.43607762e-04 4.22661492e-04
 2.65710247e-04 9.74865316e-03 3.29340503e-04 1.65481642e-04
 2.14528150e-04 1.46884428e-04 2.16243221e-04 2.28860034e-04
 1.65378888e-04 9.87884556e-05 1.31746015e-04 1.09756108e-04
 8.33101968e-05 8.24320101e-05 1.60350871e-04 1.33702853e-04
 1.39940168e-04 1.45457241e-04 1.30301697e-04 1.64162573e-04
 1.46654464e-04 1.32848352e-04 1.61839369e-04 2.74006312e-04
 1.15711858e-04 2.78372868e-04 1.37753398e-04 1.20529870e-04
 2.47481785e-04 2.36677270e-04 1.44583538e-04 9.43335531e-03
 9.50449088e-03 1.67945185e-04 7.99704734e-05 1.51692581e-04
 3.87377729e-04 1.59066662e-04 1.10867331e-04 1.94450948e-04
 2.19707190e-04 1.91312880e-04 1.88051545e-04 1.44349283e-04
 2.04744962e-04 2.19823168e-04 1.36571511e-04 1.42852255e-04]",0.2502994934,0.01453618123793193
parallel-threadpool_Nt_60_N_200,Simulation using a parallelized step function with threads,"[0.00720198 0.0070589  0.00714603 0.00735382 0.00733008 0.00710597
 0.00720365 0.01327861 0.01437342 0.01363314 0.00765356 0.00734744
 0.00736374 0.0072367  0.00753703 0.00723859 0.00740496 0.00741
 0.00735077 0.00755245 0.00750484 0.00736588 0.00745063 0.01066886
 0.01023578 0.00744973 0.00720791 0.007016   0.00704029 0.0069175
 0.00732838 0.00728776 0.00702685 0.00709583 0.00720914 0.00732347
 0.00717216 0.00719924 0.00713791 0.00712514 0.00704638 0.00747789
 0.00723028 0.00721256 0.00720002 0.00692804 0.00722211 0.0071443
 0.00709346 0.01035595 0.01068271 0.01082437 0.00784938 0.00791533
 0.00724659 0.00736279 0.00737868 0.0072288  0.00716495 0.00703997]","[0.00040239 0.0003965  0.00040419 0.00064327 0.00051299 0.00027067
 0.00055515 0.01228347 0.01214503 0.01252729 0.00092693 0.0005903
 0.00059575 0.00058299 0.00077824 0.00063562 0.00070417 0.00094649
 0.00099782 0.00100814 0.00107327 0.00070997 0.00073274 0.01005839
 0.00944983 0.00138645 0.00031605 0.0002909  0.00024186 0.00011359
 0.0006687  0.00078417 0.00022202 0.000123   0.00031387 0.00028825
 0.0002297  0.00028045 0.00018921 0.00018858 0.00015079 0.00088289
 0.00045764 0.00058123 0.00078599 0.00027688 0.00053923 0.00023853
 0.00016148 0.00987421 0.01048255 0.00928035 0.00128324 0.00144831
 0.0003871  0.00061786 0.00064605 0.00046383 0.00025105 0.00022087]",0.4724914201,0.03188766932545129
parallel-threadpool_Nt_60_N_400,Simulation using a parallelized step function with threads,"[0.01490333 0.01755835 0.01995168 0.023341   0.01782806 0.01507958
 0.01494578 0.01557031 0.01494553 0.01557478 0.01585527 0.02419039
 0.0173553  0.01834518 0.01599785 0.01752332 0.01819147 0.01893617
 0.01566529 0.02726591 0.01524418 0.01452967 0.01564046 0.01545616
 0.01663898 0.01960137 0.02037593 0.01931909 0.01547419 0.01939237
 0.02053722 0.02247322 0.01724801 0.02544424 0.02511699 0.01831155
 0.01905984 0.01571217 0.01497151 0.01521898 0.01845524 0.02034382
 0.01545977 0.01983429 0.01993543 0.02119061 0.0165471  0.02052401
 0.02409099 0.02351995 0.01569746 0.01660048 0.01682561 0.0177596
 0.01678273 0.01912231 0.01635711 0.0197755  0.02135801 0.01991748]","[0.00177636 0.00975572 0.01297253 0.01693407 0.00952404 0.00094896
 0.00147198 0.00133448 0.00108064 0.00161885 0.00143728 0.01617487
 0.00888415 0.00864299 0.00237527 0.00906811 0.00986646 0.00871661
 0.00224738 0.01819695 0.00190718 0.00064444 0.00188325 0.00181122
 0.00262623 0.0092822  0.01328251 0.01185081 0.00141824 0.00946768
 0.01013687 0.01472486 0.00484988 0.0172405  0.01523565 0.0083896
 0.00462821 0.00235486 0.00136038 0.00125575 0.0100265  0.01062532
 0.00194246 0.01238542 0.01099598 0.01266843 0.00251413 0.01446518
 0.01417608 0.01434429 0.00157626 0.00332231 0.00318181 0.00338146
 0.00318918 0.00912058 0.00274957 0.00897373 0.01170748 0.01412547]",1.1053456444,0.03865894069562587
parallel-threadpool_Nt_60_N_800,Simulation using a parallelized step function with threads,"[0.06923406 0.06999145 0.07099124 0.07053028 0.07172502 0.07097637
 0.08288007 0.07155134 0.069743   0.07400842 0.07320845 0.06938758
 0.07205457 0.07864382 0.08790075 0.06932074 0.07227145 0.07184255
 0.07317663 0.07352973 0.07613326 0.07998292 0.07211236 0.07011547
 0.07767792 0.06989103 0.07302828 0.07258059 0.07804601 0.07697389
 0.07377776 0.06916788 0.07791445 0.07253686 0.06802686 0.07235553
 0.07767151 0.0860113  0.06984302 0.07146264 0.08213616 0.07460576
 0.07206005 0.07626739 0.07937666 0.07315168 0.06924974 0.07480617
 0.07056899 0.07348561 0.07284917 0.08304979 0.07373075 0.07173276
 0.06877013 0.07583128 0.07301423 0.06966553 0.08016647 0.08077016]","[0.00575986 0.01012439 0.01303714 0.01042188 0.01176091 0.01223645
 0.01657307 0.00915023 0.00567409 0.01160445 0.00936359 0.00302962
 0.0129065  0.01274525 0.01956597 0.00278919 0.01241224 0.00852601
 0.01498065 0.01049929 0.01284932 0.01453831 0.01048975 0.00703706
 0.0181784  0.00338446 0.0116435  0.010861   0.01809828 0.01367103
 0.00817893 0.0020811  0.01417403 0.01116774 0.00208066 0.00825335
 0.01375887 0.0221506  0.00307185 0.0076238  0.03369993 0.01426557
 0.00827092 0.01582944 0.01579198 0.00887175 0.00137433 0.01298727
 0.00461442 0.01251827 0.00912028 0.0139522  0.00917136 0.00919971
 0.00353094 0.01212488 0.01086749 0.00331593 0.01663527 0.01576787]",4.4443293065,0.05415736304417792
parallel-threadpool_Nt_120_N_100,Simulation using a parallelized step function with threads,"[0.00428793 0.00409301 0.00390889 0.0039011  0.00392513 0.0039372
 0.0039837  0.0040196  0.00401953 0.00399213 0.00408426 0.00397698
 0.0039495  0.00396064 0.00397849 0.00398327 0.00397729 0.00402614
 0.00410857 0.00404822 0.00403088 0.00411686 0.00704753 0.00730872
 0.00415231 0.00407374 0.00404637 0.00390784 0.0039403  0.00397915
 0.004031   0.00404366 0.00402613 0.00399119 0.00398565 0.00400234
 0.0040121  0.00398547 0.0039929  0.00395131 0.00398323 0.00399665
 0.00395941 0.00400889 0.00401274 0.00412411 0.00406289 0.0040216
 0.0041862  0.00410646 0.00403554 0.00398902 0.00404602 0.00404345
 0.00401042 0.00736045 0.00753388 0.00408602 0.00397159 0.0039378
 0.00396117 0.00402019 0.00403929 0.00399004 0.00404489 0.00402086
 0.00418565 0.00405944 0.0041056  0.00414028 0.00425145 0.0041819
 0.00412645 0.00410782 0.00406225 0.00413149 0.00407366 0.00399534
 0.00404852 0.00404215 0.00404895 0.00400581 0.00400078 0.00420922
 0.0072634  0.00727941 0.00393107 0.00399894 0.00394872 0.00404449
 0.00397836 0.00396115 0.0039834  0.00403149 0.00395862 0.00401766
 0.00406271 0.0040304  0.00395351 0.00397882 0.00401538 0.00408112
 0.00401657 0.00408724 0.00402316 0.0040255  0.00394907 0.0039573
 0.00399052 0.00397345 0.00395319 0.00403132 0.00406165 0.00708515
 0.00727147 0.00400343 0.00397512 0.00393607 0.00407083 0.00399253]","[9.11842735e-04 4.32285998e-04 1.51922087e-04 1.47624839e-04
 2.03733463e-04 1.21484929e-04 2.40045622e-04 2.39403938e-04
 1.47424895e-04 1.13544504e-04 1.54631792e-04 1.14967221e-04
 1.31351953e-04 1.15860156e-04 1.24946947e-04 1.78959731e-04
 1.62323614e-04 1.73549467e-04 1.93587666e-04 1.93629091e-04
 1.81889988e-04 3.13623936e-04 8.72117345e-03 9.48843721e-03
 2.06624163e-04 1.28888217e-04 9.73085590e-05 1.74465244e-04
 1.80911476e-04 1.01210209e-04 1.10217962e-04 1.96933778e-04
 1.84299414e-04 1.31029148e-04 1.14701786e-04 7.45814407e-05
 8.32008027e-05 9.80134150e-05 1.37576209e-04 1.04789673e-04
 1.12541272e-04 1.11052979e-04 1.14374884e-04 1.21230787e-04
 2.14079411e-04 3.59776449e-04 2.10299958e-04 6.81173487e-05
 5.51797640e-04 2.58152685e-04 1.79275347e-04 2.23215761e-04
 1.87067060e-04 2.00212743e-04 1.39651412e-04 1.00651415e-02
 1.06758576e-02 1.58163729e-04 2.16980284e-04 1.61687298e-04
 1.72583883e-04 1.40786246e-04 1.74458416e-04 1.65177034e-04
 1.19089208e-04 9.58699051e-05 2.88163264e-04 1.01194003e-04
 1.65814570e-04 4.94474669e-04 4.96833671e-04 4.56530359e-04
 4.30891172e-04 3.76004886e-04 2.36103420e-04 2.05014117e-04
 2.57841977e-04 1.26757520e-04 1.82539100e-04 1.04331207e-04
 1.16128889e-04 2.03979457e-04 1.05430632e-04 5.28135953e-04
 9.71582286e-03 9.59549335e-03 1.19261205e-04 1.26591671e-04
 1.70503192e-04 1.75841103e-04 9.96860375e-05 2.34376829e-04
 1.98548280e-04 1.04804669e-04 1.29565308e-04 8.42583146e-05
 2.20860954e-04 1.15884897e-04 8.72222604e-05 1.51829623e-04
 8.57178938e-05 2.04776172e-04 2.72442455e-04 1.87736910e-04
 1.42528596e-04 1.78305093e-04 1.43196055e-04 1.04739782e-04
 1.56125029e-04 1.36090669e-04 9.37041754e-05 2.02587778e-04
 1.94589567e-04 9.30906174e-03 9.82803035e-03 2.40612966e-04
 5.27245406e-05 1.02450514e-04 1.84728417e-04 1.20569385e-04]",0.5095803795,0.011446311872465849
parallel-threadpool_Nt_120_N_200,Simulation using a parallelized step function with threads,"[0.00727012 0.00712613 0.00708549 0.00712739 0.00731661 0.00720298
 0.00711161 0.00771911 0.00731819 0.00733862 0.00733396 0.0072143
 0.00722505 0.01031994 0.01028774 0.01038126 0.01042867 0.01062158
 0.00742323 0.0076509  0.00719154 0.00710817 0.007071   0.00701598
 0.00710013 0.00725029 0.00800693 0.00725969 0.00780248 0.00787761
 0.00759364 0.00751775 0.00728276 0.00734391 0.0069278  0.00746208
 0.00728496 0.00734281 0.0071954  0.00773423 0.00733723 0.00770867
 0.00781757 0.00735911 0.00745139 0.00782714 0.00781268 0.00769524
 0.00700065 0.00746319 0.00710009 0.00726453 0.0072413  0.00704596
 0.00710326 0.01016832 0.01053397 0.01094736 0.01055571 0.01064999
 0.00793498 0.00786682 0.00774342 0.00748483 0.00711945 0.00750588
 0.00744241 0.00729674 0.0072067  0.00719232 0.00728412 0.00720101
 0.00778093 0.01143774 0.01095936 0.01048305 0.01014613 0.01080513
 0.00747182 0.00711658 0.00739044 0.00734525 0.00740602 0.00737537
 0.00698718 0.00757056 0.00738158 0.00716695 0.00773605 0.01145091
 0.0106094  0.01064624 0.01098983 0.01112231 0.00737587 0.0075069
 0.00722904 0.00725896 0.00728908 0.00749025 0.00731496 0.00740776
 0.00749804 0.00765865 0.00736927 0.00743088 0.00729491 0.00735608
 0.0071294  0.00734686 0.00712102 0.0072815  0.00717025 0.00711125
 0.00723222 0.00732344 0.00703437 0.00714612 0.00719376 0.00706848]","[7.11021441e-04 4.04697723e-04 3.09128131e-04 2.00541892e-04
 5.14829711e-04 3.90947668e-04 3.09894777e-04 1.06122276e-03
 5.50653229e-04 6.51105127e-04 4.45838019e-04 6.91055526e-04
 5.49480693e-04 9.35527113e-03 9.69050217e-03 9.20274809e-03
 9.55069891e-03 9.56074525e-03 7.47551945e-04 1.12567620e-03
 7.91875035e-04 5.05172160e-04 3.99170067e-04 2.23809729e-04
 4.28222551e-04 8.68127527e-04 1.24679012e-03 7.36495037e-04
 1.09964246e-03 1.11189925e-03 1.06152604e-03 5.59982906e-04
 6.28184016e-04 7.49321435e-04 2.22189679e-04 8.40742876e-04
 6.81798804e-04 9.84455112e-04 4.47585768e-04 9.57820478e-04
 7.57548669e-04 9.90972905e-04 9.69841986e-04 8.53222404e-04
 7.40862312e-04 1.08990000e-03 1.10344666e-03 1.09388425e-03
 4.54085039e-04 7.55928351e-04 2.06517234e-04 5.31224237e-04
 4.00458701e-04 2.17973602e-04 2.90077985e-04 8.99618025e-03
 9.49696062e-03 9.70110144e-03 9.32287717e-03 9.33507411e-03
 1.56608581e-03 1.17809750e-03 1.22096903e-03 1.09260788e-03
 1.93264566e-04 9.04592407e-04 9.37677988e-04 4.25105377e-04
 4.93703404e-04 6.75406581e-04 6.83887036e-04 3.66160814e-04
 9.03947852e-04 1.10761871e-02 9.57672650e-03 9.36300118e-03
 9.16020994e-03 1.08511185e-02 6.99362950e-04 4.26682119e-04
 7.30029886e-04 6.72432390e-04 8.00071802e-04 7.08809320e-04
 1.33833219e-04 7.23943187e-04 8.36770949e-04 4.91297740e-04
 9.61559243e-04 1.24075561e-02 9.40709068e-03 9.85671807e-03
 9.03531680e-03 9.28637375e-03 7.19290876e-04 8.02461313e-04
 8.53730598e-04 8.51180173e-04 5.93423524e-04 9.63429835e-04
 8.91231389e-04 8.58783823e-04 8.80283828e-04 8.39324570e-04
 8.59709432e-04 7.85371516e-04 6.66145181e-04 1.01375798e-03
 4.14703762e-04 5.90311473e-04 5.90897476e-04 6.18777961e-04
 4.72179337e-04 4.28686894e-04 6.69808076e-04 6.95285223e-04
 7.72973422e-05 3.80216848e-04 3.66581297e-04 3.02314034e-04]",0.9498799706000001,0.04822012267103665
parallel-threadpool_Nt_120_N_400,Simulation using a parallelized step function with threads,"[0.01535136 0.01498816 0.01832475 0.01493139 0.01831271 0.01622014
 0.01585773 0.01907587 0.01645722 0.02264538 0.0200581  0.02074271
 0.02093983 0.01631631 0.0241356  0.01673976 0.01601064 0.02042613
 0.01586188 0.01539062 0.01786315 0.01697726 0.01939263 0.01577931
 0.02443563 0.01757379 0.01539013 0.02237073 0.01594025 0.01771857
 0.01854813 0.01469765 0.01813191 0.01616813 0.01496742 0.0193225
 0.01746537 0.01668248 0.02177483 0.02071453 0.02917703 0.0200813
 0.02585514 0.01664909 0.01979675 0.01787937 0.01595545 0.01722653
 0.01852621 0.01643263 0.01916508 0.01631943 0.01662899 0.01992195
 0.0179121  0.02729349 0.01798379 0.01972021 0.02100497 0.01811547
 0.02260553 0.01672135 0.01718863 0.01889863 0.01648881 0.01554316
 0.02007463 0.01692374 0.02039925 0.01731031 0.02758239 0.01607588
 0.01702809 0.02372948 0.01757672 0.01969243 0.01967711 0.01787863
 0.01960741 0.01700783 0.01607623 0.02027831 0.01647112 0.01998293
 0.01700773 0.02624757 0.023397   0.01787717 0.02476199 0.01862342
 0.02096699 0.02234914 0.01687366 0.01658974 0.02199829 0.01645547
 0.02043892 0.01608927 0.02289727 0.02134755 0.01879604 0.0275965
 0.01795647 0.02226667 0.02120603 0.02226479 0.0228356  0.02010623
 0.0170666  0.02171189 0.01720383 0.01645651 0.01982855 0.01663478
 0.02525517 0.01965016 0.02470472 0.01775198 0.01999093 0.01959307]","[0.00210881 0.00131594 0.01351759 0.00151572 0.00987624 0.00345434
 0.00219526 0.0102927  0.00300879 0.01518792 0.00991471 0.00989947
 0.01376251 0.00287821 0.01526158 0.00368056 0.00207178 0.01336032
 0.00289018 0.0016897  0.00932467 0.00415068 0.01088703 0.00273425
 0.01583758 0.00883116 0.00145532 0.01353603 0.00168341 0.0088923
 0.00939214 0.00190348 0.00883616 0.00251335 0.00127079 0.00985745
 0.00405899 0.00182174 0.01362691 0.00954846 0.02023156 0.00734717
 0.01757478 0.00328376 0.01025073 0.00935425 0.00284477 0.00368132
 0.00925563 0.00301554 0.00942944 0.00290121 0.00263028 0.01248803
 0.00442035 0.01586964 0.00327003 0.00998279 0.01102722 0.00429143
 0.01392291 0.00320783 0.00336558 0.00877084 0.00244104 0.00164297
 0.01229249 0.00268123 0.01174186 0.00232205 0.0152127  0.00184256
 0.00470462 0.0112791  0.00340727 0.01142416 0.01163115 0.00209761
 0.0089627  0.00340417 0.00164703 0.00861115 0.00322826 0.01108282
 0.00472087 0.01373496 0.01296799 0.00630488 0.01387998 0.00594396
 0.00936578 0.0088689  0.00214078 0.00212932 0.01331852 0.00216208
 0.00858856 0.00184736 0.01821908 0.00961699 0.00350466 0.02008876
 0.00318732 0.01383778 0.00963725 0.01144157 0.00999349 0.00622633
 0.00229957 0.01348858 0.00415506 0.00190127 0.01158814 0.00274291
 0.01660146 0.00949592 0.01642109 0.00452199 0.00889283 0.01267902]",2.2967747364,0.15520034943435035
parallel-threadpool_Nt_120_N_800,Simulation using a parallelized step function with threads,"[0.07486489 0.07024041 0.07605931 0.07149712 0.07212142 0.08038803
 0.06716802 0.06990766 0.07162866 0.07726526 0.07138143 0.07031304
 0.07243398 0.0718114  0.07264798 0.07690244 0.08043002 0.08646578
 0.07931036 0.07098581 0.07076761 0.06850569 0.07141535 0.07023789
 0.08696994 0.06948292 0.06995645 0.07228004 0.07513779 0.0724661
 0.07456728 0.0747987  0.07763687 0.06940112 0.07286147 0.07217708
 0.0790941  0.07286066 0.07182851 0.0762774  0.07525137 0.07621768
 0.07119304 0.07499405 0.0709724  0.06793466 0.07516827 0.07179954
 0.07565877 0.07326766 0.07256336 0.07440543 0.0712713  0.0724999
 0.07200825 0.0778989  0.07432162 0.07058252 0.07948489 0.07066671
 0.07450923 0.07301128 0.0760406  0.07647811 0.07293893 0.07251297
 0.07560829 0.07209974 0.07542163 0.07522169 0.07829853 0.08086994
 0.06978865 0.07553647 0.07338474 0.07425666 0.07745062 0.07482131
 0.06941524 0.07549182 0.07481645 0.07450857 0.07943225 0.0733756
 0.07418168 0.07683782 0.07165314 0.07123382 0.07080206 0.07544814
 0.07133303 0.0746315  0.07232714 0.07154455 0.07708519 0.07327795
 0.07253587 0.07518956 0.06983319 0.07775647 0.0723328  0.07434166
 0.07685139 0.07393822 0.07691606 0.07590897 0.0769358  0.07203771
 0.07418106 0.07342934 0.07020003 0.07369782 0.07476915 0.07163579
 0.07674773 0.07022808 0.07222849 0.07672648 0.07410849 0.07435557]","[0.01762359 0.01283907 0.01609874 0.00850688 0.00918989 0.01965806
 0.00269398 0.0086362  0.00880314 0.01663478 0.012074   0.0085377
 0.01229221 0.00899948 0.0125086  0.01851754 0.01962144 0.02098798
 0.02437476 0.01446364 0.01326055 0.00707962 0.01657508 0.00926417
 0.03283515 0.00865652 0.01425169 0.0099207  0.0132977  0.00946755
 0.00842373 0.01008705 0.01483576 0.00515124 0.00971478 0.00871849
 0.01515235 0.00884762 0.00876237 0.01512943 0.01168131 0.01641741
 0.0101455  0.0128524  0.01059643 0.00293724 0.01680692 0.01068885
 0.01797495 0.01667011 0.01137702 0.01334155 0.0102597  0.0124914
 0.01219465 0.01577071 0.00881217 0.00666788 0.01483868 0.00551645
 0.01387969 0.01578442 0.01735069 0.01372947 0.01021966 0.00852722
 0.01492086 0.00992538 0.02279921 0.01813526 0.01361709 0.02067273
 0.00436857 0.01239082 0.01042892 0.00841005 0.01408274 0.01439664
 0.00268715 0.01022109 0.01173753 0.01184632 0.01263472 0.01168184
 0.01266066 0.01345522 0.01064508 0.01267303 0.01361427 0.01318058
 0.00987003 0.01405105 0.01399806 0.00991959 0.0197748  0.01478024
 0.0114711  0.0120842  0.00366727 0.01689005 0.01086566 0.01216205
 0.01601396 0.01660993 0.01173276 0.00906466 0.01747377 0.01369978
 0.01264507 0.01361863 0.00903307 0.01096687 0.0106595  0.00926117
 0.01918648 0.00852418 0.01166595 0.01631287 0.01863241 0.01312811]",8.874502757,0.15095259618982665
